"Name","eext__ExternalId__c","eext__Bugfix_description__c","eext__Feature_description__c","eext__Package__r.eext__ExternalId__c","eext__Version_date__c","eext__Version_differences__c","eext__Version_Id__c","eext__Version_name__c","eext__Version_number__c"
"Quick View Cards 4.32","a0r7Q000005MVTpQAO","","","a0q7Q000001Kug8QAC","","- Features:
 	 Added field that enables edit posibility on each field through metadata record
    Replaced standard datatable with custom with picklist support
    Editable fields can be of type lookup
    Picklist values can be of type lookup
    Added corresponding buttons and visual adjustments
 	 Added field that enables edit posibility on each field through metadata record
    Replaced standard datatable with custom with picklist support
    Editable fields can be of type lookup
    Picklist values can be of type lookup
    Added corresponding buttons and visual adjustments
 	 Possibility to fire an event when closing the add modal.
Improved general performance when initiating carousel.
Improved general UX when initiating carousel
 	 Possibility to fire an event when closing the add modal.
Improved general performance when initiating carousel.
Improved general UX when initiating carousel
- Bugfixes:
 	 Fixed simple mode error.
Added toast message error incompatible functionalities on simple mode
 	 Fixed simple mode error.
Added toast message error incompatible functionalities on simple mode
 	 Render Bug Fixes when component is inside dynamic forms component
 	 Render Bug Fixes when component is inside dynamic forms component
 	 Change to a darker color of the card selected in the component.
Possibility to select two cards from different carousels.
Possibility to select two rows from different carousels when in table mode
 	 Change to a darker color of the card selected in the component.
Possibility to select two cards from different carousels.
Possibility to select two rows from different carousels when in table mode
 	 The jQuery version has been updated to 3.6.0 to fix some vulnerabilities found with the old version of jQuery
 	 The jQuery version has been updated to 3.6.0 to fix some vulnerabilities found with the old version of jQuery","","Vegetto","4.32"
"Alerts Module 1.8","a0r7Q000005MVTqQAO","","","a0q7Q000001KuhuQAC","","- Features:
- Bugfixes:","","Folk Punk","1.8"
"Commercial Alerts 1.2","a0r7Q000005MVN4QAO","","","a0q7Q000001KugXQAS","","- Features:
- Bugfixes:","","Fevernova","1.2"
"Users 1.1","a0r7Q000005MVPsQAO","","Added User fields","a0q7Q000001KuhVQAS","","- Features:
 	 Increased max length of field prof_position_type
Updated project-scratch-def.json
- Bugfixes:","","Users","1.1"
"Real Time Notifications Display 1.2","a0r7Q000005MVYLQA4","","","a0q7Q000001KueDQAS","","- Features:
 	 Paginator with limit established through metadata field
    Option to filter by 'Master Profile' (views all records)
    View Button deprecated, use Link First Column instead
    Options to show row index and hide 'Arrow' buttons on datatable headers
    Bug fix when opening the utility bar on window mode
    Queries limited to 50000 by default
    Minimum width of 450 px
    Visual improvements overall
- Bugfixes:","","Details added","1.2"
"Dynamic Actions Engine 1.1","a0r7Q000005MVZsQAO","","","a0q7Q000001KuiYQAS","","- Features:
- Bugfixes:","","Roble","1.1"
"Account Plan 3.62","a0r7Q000005MVWjQAO","The sending of notifications through Chatter, which previously only worked for CIB's ORG, has been fixed.
    Account Plan record sharing has been fixed once the associated case validator is reassigned.
    Notification to the validator of an Account Plan when it is sent to validate has been fixed.","It has been included that when blocking and unblocking Account Plans the notifications are filtered by Account Plan Type.
    The following process builders have been migrated to flows: Creation of Needs, Creation of Growth Drivers, Creation of Team Members.","a0q7Q000001KugwQAC","","- Features:
 	 Improved UX question deletion process.
    New cloning process for Account Plans, Waves and Account Plan Types.
- Bugfixes:
 	 Fix problem with deleting and editing questions.
 	 Fixed a problem in the GuidancesForSuccess Trigger Handler.
    Some Flows that had reached their version limit have been renewed.","","Leganes","3.62"
"Goal Tracker 1.0","a0r7Q000005MVObQAO","","","a0q7Q000001KuhzQAC","","- Features:
- Bugfixes:","","Cheesecake","1.0"
"Commercial Offer 1.0","a0r7Q000005MVOhQAO","","","a0q7Q000001KugrQAC","","","","Pikachu","1.0"
"Template Builder 1.5","a0r7Q000005MVYpQAO","","","a0q7Q000001Kui9QAC","","- Features:
 	 Added custom setting field 'Hide not editable fields' so these non editable fields hide when they are selected on the corresponding template builder field
 	 Changed footer buttons distribution
 	 Fixed footer separation with respect to modal.
Independent scrolling on first and second screens.
Spinners implementation to provide feedback to user when actions are being executed/ data is being loaded.
On first screen for recipients and related content columns.
On second screen between during transition and template rendering.
Control to have at least un recipient to send the email.
Optional validation through local class with respect to recipients, related content and email content.
Control on button to send email to not send more than one.
Disabled send button if no template is selected.
Replaced cancel button for back button to enable going back to first screen.
Custom messages on certain situations:
When user fails validations on isUserAllowed Function.
When there are no valid recipients.
When there is no related content.
Modal automatically closes when there are no templates available
Posibility to set non editable email fields (Subject, Introduction, Salutation…)
Default template in a folder.
Trigger to validate default template ( auxiliar content on repository )
General improvements on appearance (spaces and margins)
UX general improvements
Performance improvements and reduced server calls
Improvements over failed send email control and handle email result function
 	 Added the field Send_Custom_Email__c to the custom setting TemplateBuilderSettings__c to allow overwrite of local send email action
- Bugfixes:
 	 Fixed error when initiating component
 	 Fixed error when receiving an empty recipient category
 	 Fixed hardcoded string by custom label in error toast of handle email result.
Component closes when calls result in error.
Related context log with sent mail log","","Magrathea","1.5"
"Business Plan 1.86","a0r7Q000005MVQsQAO","","","a0q7Q000001KudKQAS","","- Features:
- Bugfixes:","","Parc Des Princes","1.86"
"Google Calendar Availability 1.3","a0r7Q000005MVQtQAO","","","a0q7Q000001KugcQAC","","- Features:
- Bugfixes:","","Yorktown","1.3"
