"eext__Created_on__c","eext__Last_login__c","eext__License__c","eext__Permission_set_licenses__c","eext__Profile__c","eext__Status__c","eext__Time_zone__c","eext__User_organization__r.eext__ExternalId__c","eext__X1_day_activity__c","eext__X1_day_login_count__c","eext__X1_month_activity__c","eext__X1_month_login_count__c","eext__X1_quarter_login_count__c","eext__X1_week_activity__c","eext__X1_week_login_count__c","eext__X2_week_activity__c","eext__X2_weeks_login_count__c","eext__X3_day_activity__c","eext__X3_day_login_count__c"
"2024-03-07","2024-04-10","Salesforce","Action Plans,","DWP_Base_Minimun_Access","Asleep","","a0o7Q000007vgqfQAA","No activity","0","No activity","0","","No activity","0","No activity","0","No activity","0"
"2024-03-04","2024-05-03","Salesforce","Action Plans,","DWP_Base_Minimun_Access","Asleep","","a0o7Q000007vgqfQAA","No activity","0","No activity","0","","No activity","0","No activity","0","No activity","0"
"2024-03-01","2024-08-01","Salesforce","Action Plans,","DWP_Base_Minimun_Access","Active","","a0o7Q000007vgqfQAA","No activity","0","Low activity","2","","Low activity","2","Low activity","2","No activity","0"
"2024-04-26","2024-07-25","Salesforce","Action Plans,","Minimum Access - Salesforce","Active","","a0o7Q000007vgqfQAA","No activity","0","Low activity","3","","No activity","0","Low activity","3","No activity","0"
"2023-08-15","2024-08-05","Salesforce","","DWP_Base_Minimun_Access","Active","","a0o7Q000007vgqfQAA","Low activity","1","Low activity","3","","Low activity","2","Low activity","3","Low activity","1"
"2024-03-19","2024-07-30","Salesforce","Action Plans,","DWP_Base_Minimun_Access","Active","","a0o7Q000007vgqfQAA","No activity","0","Low activity","6","","Low activity","1","Low activity","4","No activity","0"
"2023-08-17","2024-08-05","Salesforce","Action Plans,","DWP_Base_Minimun_Access","Active","","a0o7Q000007vgqfQAA","Low activity","1","Medium activity","16","","Low activity","4","Medium activity","9","Low activity","1"
"2024-03-07","2024-07-04","Salesforce","Action Plans,","DWP_Base_Minimun_Access","Active","","a0o7Q000007vgqfQAA","No activity","0","No activity","0","","No activity","0","No activity","0","No activity","0"
"2024-03-01","2024-08-02","Salesforce","Action Plans,","DWP_Base_Minimun_Access","Active","","a0o7Q000007vgqfQAA","No activity","0","Low activity","7","","Low activity","2","Low activity","3","No activity","0"
"2024-01-04","2024-08-05","Salesforce","Action Plans,","DWP_Base_Minimun_Access","Active","","a0o7Q000007vgqfQAA","Medium activity","2","High activity","28","","Medium activity","9","High activity","19","Low activity","2"
"2023-08-18","2023-10-25","Salesforce","","Minimum Access - Salesforce","Asleep","","a0o7Q000007vgqfQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2023-08-24","2024-07-30","Salesforce","Action Plans,","DWP_Base_Minimun_Access","Active","","a0o7Q000007vgqfQAA","No activity","0","Low activity","7","","Low activity","1","Low activity","4","No activity","0"
"2024-03-12","2024-04-25","Salesforce","Action Plans,","DWP_Base_Minimun_Access","Asleep","","a0o7Q000007vgqfQAA","No activity","0","No activity","0","","No activity","0","No activity","0","No activity","0"
"2022-07-14","","Salesforce","","Minimum Access - Salesforce","Never logged in","","a0o7Q000007vgqfQAA","","","","","","","","","","",""
"2024-03-04","2024-07-23","Salesforce","Action Plans,","DWP_Base_Minimun_Access","Active","","a0o7Q000007vgqfQAA","No activity","0","Low activity","1","","No activity","0","Low activity","1","No activity","0"
"2023-08-17","2024-07-03","Salesforce","","DWP_Base_Minimun_Access","Active","","a0o7Q000007vgqfQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2023-08-18","2024-07-31","Salesforce","Action Plans,","DWP_Base_Minimun_Access","Active","","a0o7Q000007vgqfQAA","No activity","0","Low activity","5","","Low activity","1","Low activity","4","No activity","0"
"2024-03-06","2024-07-12","Salesforce","Action Plans,","DWP_Base_Minimun_Access","Active","","a0o7Q000007vgqfQAA","No activity","0","Low activity","1","","No activity","0","No activity","0","No activity","0"
"2024-04-08","2024-06-25","Salesforce","Action Plans,","Minimum Access - Salesforce","Active","","a0o7Q000007vgqfQAA","No activity","0","No activity","0","","No activity","0","No activity","0","No activity","0"
"2024-05-30","2024-08-01","Salesforce","Action Plans,","Minimum Access - Salesforce","Active","","a0o7Q000007vgqfQAA","No activity","0","Low activity","9","","Low activity","2","Low activity","3","No activity","0"
"2023-08-24","2024-08-05","Salesforce","Action Plans,","DWP_Base_Minimun_Access","Active","","a0o7Q000007vgqfQAA","Low activity","1","Medium activity","19","","Medium activity","8","Medium activity","9","Low activity","1"
"2023-08-17","2024-08-05","Salesforce","Action Plans,","DWP_Base_Minimun_Access","Active","","a0o7Q000007vgqfQAA","Low activity","1","Low activity","7","","Low activity","1","Low activity","4","Low activity","1"
"2023-08-11","2024-08-02","Salesforce","Action Plans,","DWP_Base_Minimun_Access","Active","","a0o7Q000007vgqfQAA","No activity","0","Medium activity","17","","Medium activity","6","Medium activity","14","No activity","0"
"2024-04-08","2024-04-16","Salesforce","Action Plans,","Minimum Access - Salesforce","Asleep","","a0o7Q000007vgqfQAA","No activity","0","No activity","0","","No activity","0","No activity","0","No activity","0"
"2021-12-17","2024-08-05","Salesforce","","Minimum Access - Salesforce","Active","","a0o7Q000007vgqfQAA","Low activity","1","Medium activity","14","","Low activity","1","Low activity","4","Low activity","1"
"2024-03-06","2024-06-28","Salesforce","Action Plans,","DWP_Base_Minimun_Access","Active","","a0o7Q000007vgqfQAA","No activity","0","No activity","0","","No activity","0","No activity","0","No activity","0"
"2023-08-12","2024-08-05","Salesforce","Action Plans,","DWP_Base_Minimun_Access","Active","","a0o7Q000007vgqfQAA","Low activity","1","Medium activity","21","","Medium activity","9","Medium activity","12","Low activity","1"
"2023-08-18","2024-08-05","Salesforce","Action Plans,","DWP_Base_Minimun_Access","Active","","a0o7Q000007vgqfQAA","Low activity","1","Medium activity","16","","Medium activity","5","Low activity","5","Low activity","1"
"2024-03-06","2024-07-26","Salesforce","Action Plans,","DWP_Base_Minimun_Access","Active","","a0o7Q000007vgqfQAA","No activity","0","Low activity","2","","No activity","0","Low activity","1","No activity","0"
"2024-03-01","2024-04-19","Salesforce","Action Plans,","DWP_Base_Minimun_Access","Asleep","","a0o7Q000007vgqfQAA","No activity","0","No activity","0","","No activity","0","No activity","0","No activity","0"
"2024-03-05","2024-08-01","Salesforce","Action Plans,","DWP_Base_Minimun_Access","Active","","a0o7Q000007vgqfQAA","No activity","0","Low activity","3","","Low activity","1","Low activity","2","No activity","0"
"2024-03-01","2024-08-01","Salesforce","Action Plans,","DWP_Base_Minimun_Access","Active","","a0o7Q000007vgqfQAA","No activity","0","Medium activity","15","","Medium activity","5","Medium activity","10","No activity","0"
"2024-03-06","2024-07-25","Salesforce","Action Plans,","DWP_Base_Minimun_Access","Active","","a0o7Q000007vgqfQAA","No activity","0","Low activity","2","","No activity","0","Low activity","2","No activity","0"
"2023-09-22","2024-02-21","Salesforce","","Minimum Access - Salesforce","Asleep","","a0o7Q000007vgqfQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2023-08-11","2024-08-05","Salesforce","","DWP_Base_Minimun_Access","Active","","a0o7Q000007vgqfQAA","Low activity","1","Low activity","4","","Low activity","2","Low activity","2","Low activity","1"
"2024-03-05","2024-07-18","Salesforce","Action Plans,","DWP_Base_Minimun_Access","Active","","a0o7Q000007vgqfQAA","No activity","0","Low activity","2","","No activity","0","No activity","0","No activity","0"
"2024-04-04","2024-07-24","Salesforce","","Consulta/Visualizacion Reclamos","Active","","a0o7Q000007vgqfQAA","No activity","0","Low activity","2","","No activity","0","Low activity","1","No activity","0"
"2024-03-21","2024-03-21","Salesforce","","Consulta/Visualizacion Reclamos","Asleep","","a0o7Q000007vgqfQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2024-05-15","2024-08-02","Salesforce","Action Plans,","Minimum Access - Salesforce","Active","","a0o7Q000007vgqfQAA","No activity","0","Low activity","2","","Low activity","1","Low activity","1","No activity","0"
"2024-03-04","2024-07-29","Salesforce","Action Plans,","DWP_Base_Minimun_Access","Active","","a0o7Q000007vgqfQAA","No activity","0","Medium activity","12","","No activity","0","Low activity","5","No activity","0"
"2024-04-16","2024-04-16","Salesforce","","Consulta/Visualizacion Reclamos","Asleep","","a0o7Q000007vgqfQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2024-07-05","2024-08-01","Salesforce","","Consulta/Visualizacion Reclamos","Active","","a0o7Q000007vgqfQAA","No activity","0","Low activity","3","","Low activity","2","Low activity","3","No activity","0"
"2024-03-06","2024-03-08","Salesforce","","DWP_Base_Minimun_Access","Asleep","","a0o7Q000007vgqfQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2023-09-29","2024-08-05","Salesforce","","DWP_Base_Minimun_Access","Active","","a0o7Q000007vgqfQAA","Low activity","1","Medium activity","15","","Medium activity","5","Low activity","6","Low activity","1"
"2022-11-11","2024-07-08","Salesforce","","System Administrator","Active","","a0o7Q000007vgqfQAA","No activity","0","Low activity","2","","No activity","0","No activity","0","No activity","0"
"2024-02-22","2024-07-08","Salesforce","","Consulta/Visualizacion Reclamos","Active","","a0o7Q000007vgqfQAA","No activity","0","Low activity","1","","No activity","0","No activity","0","No activity","0"
"2024-03-26","2024-08-01","Salesforce","Action Plans,","Minimum Access - Salesforce","Active","","a0o7Q000007vgqfQAA","No activity","0","Low activity","1","","Low activity","1","Low activity","1","No activity","0"
"2024-02-29","2024-08-05","Salesforce","Action Plans,","DWP_Base_Minimun_Access","Active","","a0o7Q000007vgqfQAA","Low activity","1","Low activity","5","","Low activity","3","Low activity","5","Low activity","1"
"2024-08-05","2024-08-05","Salesforce","","DWP_Base_Minimun_Access","Active","","a0o7Q000007vgqfQAA","Low activity","1","Low activity","1","","Low activity","1","Low activity","1","Low activity","1"
"2024-03-06","2024-07-15","Salesforce","Action Plans,","DWP_Base_Minimun_Access","Active","","a0o7Q000007vgqfQAA","No activity","0","Low activity","1","","No activity","0","No activity","0","No activity","0"
"2024-03-06","2024-08-02","Salesforce","Action Plans,","DWP_Base_Minimun_Access","Active","","a0o7Q000007vgqfQAA","No activity","0","Medium activity","17","","Medium activity","8","Medium activity","13","No activity","0"
"2024-05-13","2024-05-13","Salesforce","","Consulta/Visualizacion Reclamos","Active","","a0o7Q000007vgqfQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2021-12-15","2024-08-05","Salesforce","Action Plans,","Minimum Access - Salesforce","Active","","a0o7Q000007vgqfQAA","Low activity","1","High activity","27","","Medium activity","7","Medium activity","14","Low activity","1"
"2021-12-14","2024-08-05","Salesforce","Action Plans,","Minimum Access - Salesforce","Active","","a0o7Q000007vgqfQAA","Low activity","1","High activity","26","","Medium activity","10","High activity","17","Low activity","1"
"2024-05-22","2024-07-04","Salesforce","Action Plans,","Minimum Access - Salesforce","Active","","a0o7Q000007vgqfQAA","No activity","0","No activity","0","","No activity","0","No activity","0","No activity","0"
"2023-08-16","2024-07-26","Salesforce","Action Plans,","DWP_Base_Minimun_Access","Active","","a0o7Q000007vgqfQAA","No activity","0","Medium activity","15","","No activity","0","Low activity","4","No activity","0"
"2023-08-11","2024-07-17","Salesforce","Action Plans,","DWP_Base_Minimun_Access","Active","","a0o7Q000007vgqfQAA","No activity","0","Low activity","2","","No activity","0","No activity","0","No activity","0"
"2024-05-22","2024-06-04","Salesforce","Action Plans,","Minimum Access - Salesforce","Active","","a0o7Q000007vgqfQAA","No activity","0","No activity","0","","No activity","0","No activity","0","No activity","0"
"2022-07-29","2024-08-02","Salesforce","","Standard User","Active","","a0o7Q000007vgqfQAA","No activity","0","Medium activity","19","","Low activity","4","Medium activity","8","No activity","0"
"2024-03-06","2024-07-29","Salesforce","Action Plans,","DWP_Base_Minimun_Access","Active","","a0o7Q000007vgqfQAA","No activity","0","Low activity","4","","No activity","0","Low activity","2","No activity","0"
"2024-03-04","2024-08-02","Salesforce","Action Plans,","DWP_Base_Minimun_Access","Active","","a0o7Q000007vgqfQAA","No activity","0","Medium activity","18","","Low activity","4","Medium activity","13","No activity","0"
"2023-10-05","2024-08-05","Salesforce","Action Plans,","DWP_Base_Minimun_Access","Active","","a0o7Q000007vgqfQAA","Low activity","1","High activity","26","","Medium activity","8","Medium activity","16","Low activity","2"
"2023-08-11","2024-08-02","Salesforce","","DWP_Base_Minimun_Access","Active","","a0o7Q000007vgqfQAA","No activity","0","Medium activity","18","","Low activity","3","Medium activity","8","No activity","0"
"2023-07-31","2024-07-29","Salesforce","","DWP_Base_Minimun_Access","Active","","a0o7Q000007vgqfQAA","No activity","0","Medium activity","11","","No activity","0","Low activity","5","No activity","0"
"2024-03-01","2024-07-31","Salesforce","Action Plans,","DWP_Base_Minimun_Access","Active","","a0o7Q000007vgqfQAA","No activity","0","Low activity","7","","Low activity","3","Low activity","6","No activity","0"
"2024-03-01","2024-08-01","Salesforce","Action Plans,","DWP_Base_Minimun_Access","Active","","a0o7Q000007vgqfQAA","No activity","0","Low activity","1","","Low activity","1","Low activity","1","No activity","0"
"2022-04-22","2022-05-09","Salesforce","","Minimum Access - Salesforce","Asleep","","a0o7Q000007vgqfQAA","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2023-08-22","2024-08-05","Salesforce","Action Plans,","DWP_Base_Minimun_Access","Active","","a0o7Q000007vgqfQAA","Low activity","1","Medium activity","14","","Low activity","4","Medium activity","7","Low activity","1"
"2023-08-24","2024-08-05","Salesforce","Action Plans,","DWP_Base_Minimun_Access","Active","","a0o7Q000007vgqfQAA","Low activity","1","High activity","23","","Medium activity","6","Medium activity","9","Low activity","1"
"2024-04-09","2024-07-24","Salesforce","Action Plans,","Minimum Access - Salesforce","Active","","a0o7Q000007vgqfQAA","No activity","0","Low activity","1","","No activity","0","Low activity","1","No activity","0"
"2021-10-19","2024-08-06","Salesforce","","System Administrator","Active","","a0o7Q000007vgqfQAA","High activity","24","High activity","314","","High activity","86","High activity","153","High activity","27"
"2024-03-11","2024-07-24","Salesforce","Action Plans,","DWP_Base_Minimun_Access","Active","","a0o7Q000007vgqfQAA","No activity","0","Low activity","4","","No activity","0","Low activity","2","No activity","0"
